content_a,content_q,major,minor,recommend,view_count,content
"누드 사진 등으로 인해 다른 사람이 성적 굴욕감이나 혐오감을 느꼈고, 그 감정을 표현했는데도 그러한 행동을 계속한다면 이는 시각적 행위에 의한 성희롱에 해당합니다.◇ 시각적 행위에 의한 성희롱☞ 오직 자신이 즐기기 위해 여성의 누드 사진 등을 바탕화면에 저장해두는 행위를 했다면 그 자체로는 성희롱 행위에 해당하지 않습니다.더보기",직장 동료가 여성의 누드 사진을 자신의 컴퓨터 바탕화면으로 저장해 둔 경우나 사무실에 야한 달력을 걸어 둔 것도 성희롱에 해당하나요?,성희롱,성희롱(누드사진),2833,10918,"직장 동료가 여성의 누드 사진을 자신의 컴퓨터 바탕화면으로 저장해 둔 경우나 사무실에 야한 달력을 걸어 둔 것도 성희롱에 해당하나요? / 누드 사진 등으로 인해 다른 사람이 성적 굴욕감이나 혐오감을 느꼈고, 그 감정을 표현했는데도 그러한 행동을 계속한다면 이는 시각적 행위에 의한 성희롱에 해당합니다.◇ 시각적 행위에 의한 성희롱☞ 오직 자신이 즐기기 위해 여성의 누드 사진 등을 바탕화면에 저장해두는 행위를 했다면 그 자체로는 성희롱 행위에 해당하지 않습니다.더보기"
"성희롱은 상대방이 원하지 않는 성적인 말이나 행동으로 상대방에게 성적 굴욕감이나 수치심을 느끼게 하는 행위를 말합니다.성희롱에 해당하는지는 피해자의 주관적 사정과 함께 사회통념을 고려하고, 성적 언동의 성격과 사건의 배경 등 모든 상황과 기록을 전체적으로 보아 판단합니다.◇ 성희롱의 개념☞ 성희롱은 상대방이 원하지 않는 성적인 말이나 행동으로 상대방에게 성적 굴욕감이나 수치심을 느끼게 하는 행위를 말합니다.더보기",저는 직장에 다니고 있는 여성입니다. 직장 상사가 제 가슴을 자꾸 쳐다보는데 이것이 성희롱인지 아닌지 잘 모르겠어요. 성희롱의 판단 기준은 무엇인가요?,성희롱,성희롱 판단 기준,2762,10205,"저는 직장에 다니고 있는 여성입니다. 직장 상사가 제 가슴을 자꾸 쳐다보는데 이것이 성희롱인지 아닌지 잘 모르겠어요. 성희롱의 판단 기준은 무엇인가요? / 성희롱은 상대방이 원하지 않는 성적인 말이나 행동으로 상대방에게 성적 굴욕감이나 수치심을 느끼게 하는 행위를 말합니다.성희롱에 해당하는지는 피해자의 주관적 사정과 함께 사회통념을 고려하고, 성적 언동의 성격과 사건의 배경 등 모든 상황과 기록을 전체적으로 보아 판단합니다.◇ 성희롱의 개념☞ 성희롱은 상대방이 원하지 않는 성적인 말이나 행동으로 상대방에게 성적 굴욕감이나 수치심을 느끼게 하는 행위를 말합니다.더보기"
"아닙니다. 영업신고에 대한 폐업신고를 해야 하고, 폐업 전 부가가치세도 완납을 해야 합니다.◇ 영업신고에 대한 폐업신고☞ 세탁소의 영업신고를 한 사람이 폐업을 하려는 경우에는 폐업신고서(전자문서로 된 신고서 포함)를 폐업한 날부터 20일 이내에 시장·군수·구청장에게 제출해야 합니다.◇ 사업자등록에 대한 폐업신고더보기",세탁소를 운영하다가 폐업을 하려고 합니다. 사업자등록 폐업신고만 하면 되나요?,세탁소 운영자,세탁소 폐업,1543,5165,"세탁소를 운영하다가 폐업을 하려고 합니다. 사업자등록 폐업신고만 하면 되나요? / 아닙니다. 영업신고에 대한 폐업신고를 해야 하고, 폐업 전 부가가치세도 완납을 해야 합니다.◇ 영업신고에 대한 폐업신고☞ 세탁소의 영업신고를 한 사람이 폐업을 하려는 경우에는 폐업신고서(전자문서로 된 신고서 포함)를 폐업한 날부터 20일 이내에 시장·군수·구청장에게 제출해야 합니다.◇ 사업자등록에 대한 폐업신고더보기"
"폐업일과 함께 세탁물을 회수해갈 기간을 공지해 기간 내에 세탁물을 찾아갈 수 있도록 최대한 소비자를 배려하는 노력이 필요합니다.◇ 회수해가지 않는 세탁물의 처리☞ 「세탁업 표준약관」에 따라 세탁물의 하자에 대한 세탁소 운영자의 책임이 면책되는 경우는 ① 고객이 완성된 세탁물을 회수할 때 세탁물에 이상이 없다는 확인서를 세탁업자에게 교부한 경우, ② 세탁업자의 세탁물 회수에 대한 통지를 했음에도 통지의 도달일부터 30일이 경과하도록 고객이 세탁물을 회수하지 않는 경우, ③ 고객이 세탁완성예정일(고객의 동의로 완성예정일이 연기된 경우에는 연기된 완성예정일)의 다음날부터 3개월간 완성된 세탁물을 회수하지 않는 경우입니다.더보기",세탁소를 하다 폐업을 하려고 합니다. 찾아가지 않은 세탁물은 어떻게 처리해야 하나요?,세탁소 운영자,폐업 후 세탁물의 처리,1217,3777,"세탁소를 하다 폐업을 하려고 합니다. 찾아가지 않은 세탁물은 어떻게 처리해야 하나요? / 폐업일과 함께 세탁물을 회수해갈 기간을 공지해 기간 내에 세탁물을 찾아갈 수 있도록 최대한 소비자를 배려하는 노력이 필요합니다.◇ 회수해가지 않는 세탁물의 처리☞ 「세탁업 표준약관」에 따라 세탁물의 하자에 대한 세탁소 운영자의 책임이 면책되는 경우는 ① 고객이 완성된 세탁물을 회수할 때 세탁물에 이상이 없다는 확인서를 세탁업자에게 교부한 경우, ② 세탁업자의 세탁물 회수에 대한 통지를 했음에도 통지의 도달일부터 30일이 경과하도록 고객이 세탁물을 회수하지 않는 경우, ③ 고객이 세탁완성예정일(고객의 동의로 완성예정일이 연기된 경우에는 연기된 완성예정일)의 다음날부터 3개월간 완성된 세탁물을 회수하지 않는 경우입니다.더보기"
"아닙니다. 세탁소는 직전연도 수입금액이 2,400만원 이상이면 현금영수증가맹점으로 가입해야 하는 의무가 있습니다.◇ 현금영수증의 발행을 거부할 경우☞ 현금영수증가맹점으로 가입해야 하는 의무가 있음에도 가입하지 않은 경우에는 “해당 과세기간의 수입금액 × 미가입기간 / 365(윤년에는 366)”의 금액을 해당 과세기간의 결정세액에 가산금으로 더해 세금을 부과 받게 됩니다.☞ 또한 현금영수증을 발급하지 않거나 사실과 다르게 발급한 경우에도 해당 과세기간의 거래에 통보받은 건별 미발급 금액 또는 건별로 사실과 다르게 발급한 금액(건별로 발급해야 할 금액과의 차액)의 각각 100분의 5에 해당하는 금액(건별로 계산한 금액이 5천원에 미달하는 경우에는 5천원임)을 해당 과세기간의 결정세액에 가산금으로 더해 세금을 부과 받게 됩니다.더보기",세탁소를 자주 이용해 꽤 돈이 많이 나오는데 현금영수증 발행을 요구해도 세탁소는 현금영수증을 발행해주지 않아도 되는 업종이라며 발행해주기를 거부하고 있습니다. 사실인가요?,세탁소 운영자,현금영수증의 발행을 거부한 경우,1507,5387,"세탁소를 자주 이용해 꽤 돈이 많이 나오는데 현금영수증 발행을 요구해도 세탁소는 현금영수증을 발행해주지 않아도 되는 업종이라며 발행해주기를 거부하고 있습니다. 사실인가요? / 아닙니다. 세탁소는 직전연도 수입금액이 2,400만원 이상이면 현금영수증가맹점으로 가입해야 하는 의무가 있습니다.◇ 현금영수증의 발행을 거부할 경우☞ 현금영수증가맹점으로 가입해야 하는 의무가 있음에도 가입하지 않은 경우에는 “해당 과세기간의 수입금액 × 미가입기간 / 365(윤년에는 366)”의 금액을 해당 과세기간의 결정세액에 가산금으로 더해 세금을 부과 받게 됩니다.☞ 또한 현금영수증을 발급하지 않거나 사실과 다르게 발급한 경우에도 해당 과세기간의 거래에 통보받은 건별 미발급 금액 또는 건별로 사실과 다르게 발급한 금액(건별로 발급해야 할 금액과의 차액)의 각각 100분의 5에 해당하는 금액(건별로 계산한 금액이 5천원에 미달하는 경우에는 5천원임)을 해당 과세기간의 결정세액에 가산금으로 더해 세금을 부과 받게 됩니다.더보기"
"네, 가능합니다.◇ 배상비율에 의한 보상기준☞ 제품의 현 상태에서 안감 등이 밖으로 나와 있는 현상이 확인되는 경우 세탁 시 수분과다 노출과 자연건조가 아닌 기계건조에 의해 의류가 전체적으로 수축이 된 것으로 판단할 수 있으며, 이는 세탁 과실로 볼 수 있습니다.☞ 이러한 경우 「소비자분쟁해결기준」의 세탁업 배상비율표에 의해 해결을 할 수 있습니다. 손해배상액의 산정방식은 “세탁물의 구입가격×배상비율”입니다.더보기","2009. 1. 경 595,000원에 구입한 여성 코트를 2010. 10. 25. 세탁소에 맡긴 후 찾아보니, 전체적으로 옷이 수축되어 소매 안감이 겉감보다 더 많이 나와 이의를 제기하였습니다. 그런데 세탁소에서는 세탁 과정 중에는 이상이 없었다며 배상을 거부하는데 이런 경우 세탁 과실로 볼 수 있나요?",세탁소 운영자,배상비율에 의한 보상기준,1188,3801,"2009. 1. 경 595,000원에 구입한 여성 코트를 2010. 10. 25. 세탁소에 맡긴 후 찾아보니, 전체적으로 옷이 수축되어 소매 안감이 겉감보다 더 많이 나와 이의를 제기하였습니다. 그런데 세탁소에서는 세탁 과정 중에는 이상이 없었다며 배상을 거부하는데 이런 경우 세탁 과실로 볼 수 있나요? / 네, 가능합니다.◇ 배상비율에 의한 보상기준☞ 제품의 현 상태에서 안감 등이 밖으로 나와 있는 현상이 확인되는 경우 세탁 시 수분과다 노출과 자연건조가 아닌 기계건조에 의해 의류가 전체적으로 수축이 된 것으로 판단할 수 있으며, 이는 세탁 과실로 볼 수 있습니다.☞ 이러한 경우 「소비자분쟁해결기준」의 세탁업 배상비율표에 의해 해결을 할 수 있습니다. 손해배상액의 산정방식은 “세탁물의 구입가격×배상비율”입니다.더보기"
"네 가능합니다.◇ 손해배상의 기준☞ 공정거래위원회의 「세탁업 표준약관」에 따르면, 세탁소 운영자는 고객으로부터 세탁물을 인수할 때 세탁물의 탈색·손상·변형·수축·오점 등의 하자여부를 확인해야 하고, 이를 게을리하여 발생한 피해는 세탁업자가 책임을 지도록 되어 있습니다.☞ 즉, 세탁소 운영자가 인수 당시, 이염 여부에 대한 확인 의무를 다하지 않았으므로 바지의 손상에 대한 배상책임은 세탁소 운영자가 져야 합니다.더보기",바지를 구입하여 세탁소에 드라이를 의뢰한 후 받아보니 바지가 다른 색깔에 물들어 있었습니다. 세탁소에 배상을 요구했으나 인수 시 이미 이염된 상태였다고 주장하며 배상을 거부하고 있습니다. 망가진 옷에 대해 배상을 받을 수 있나요?,세탁소 운영자,손해배상의 기준,1250,4077,"바지를 구입하여 세탁소에 드라이를 의뢰한 후 받아보니 바지가 다른 색깔에 물들어 있었습니다. 세탁소에 배상을 요구했으나 인수 시 이미 이염된 상태였다고 주장하며 배상을 거부하고 있습니다. 망가진 옷에 대해 배상을 받을 수 있나요? / 네 가능합니다.◇ 손해배상의 기준☞ 공정거래위원회의 「세탁업 표준약관」에 따르면, 세탁소 운영자는 고객으로부터 세탁물을 인수할 때 세탁물의 탈색·손상·변형·수축·오점 등의 하자여부를 확인해야 하고, 이를 게을리하여 발생한 피해는 세탁업자가 책임을 지도록 되어 있습니다.☞ 즉, 세탁소 운영자가 인수 당시, 이염 여부에 대한 확인 의무를 다하지 않았으므로 바지의 손상에 대한 배상책임은 세탁소 운영자가 져야 합니다.더보기"
"세탁물을 수거하여 세탁업을 신고한 업소에 세탁 자체의 과정은 위탁 처리한 후 영업신고를 하는 장소에서는 단순히 건조와 다림질만을 하여 소비자에게 배달해 주는 영업형태는 「공중위생관리법」 상의 세탁업으로 볼 수 없어, 영업신고를 할 수 없습니다.◇ 영업신고가 가능한 세탁소의 범위☞ “세탁업”이란 의류 기타 섬유 제품이나 피혁제품 등을 세탁하는 영업으로 세탁이라는 전제조건이 있습니다.☞ 그러므로 세탁물을 수거하여 세탁업을 신고한 업소에 세탁 자체의 과정은 위탁 처리한 후 영업신고를 하는 장소에서는 단순히 건조와 다림질만을 하여 소비자에게 배달해 주는 영업형태는 「공중위생관리법」 상의 세탁업으로 볼 수 없어 영업신고를 할 수 없다고 판단됩니다.더보기","주상복합 건물 내 오피스텔에서 미싱 1대, 다림판 2대, 스팀보일러, 건조기를 갖추고 같은 건물 내 입주민을 상대로 세탁물을 수거해서, 세탁과정은 타 지역의 세탁소(영업신고 업소)에서 한 후, 세탁한 세탁물만 오피스텔로 옮겨와 건조와 다림질 등 마무리 작업을 하여 배달하는 영업형태인데, 세탁소로 영업신고를 할 수 있나요?",세탁소 운영자,영업신고가 가능한 세탁소의 범위,1359,4146,"주상복합 건물 내 오피스텔에서 미싱 1대, 다림판 2대, 스팀보일러, 건조기를 갖추고 같은 건물 내 입주민을 상대로 세탁물을 수거해서, 세탁과정은 타 지역의 세탁소(영업신고 업소)에서 한 후, 세탁한 세탁물만 오피스텔로 옮겨와 건조와 다림질 등 마무리 작업을 하여 배달하는 영업형태인데, 세탁소로 영업신고를 할 수 있나요? / 세탁물을 수거하여 세탁업을 신고한 업소에 세탁 자체의 과정은 위탁 처리한 후 영업신고를 하는 장소에서는 단순히 건조와 다림질만을 하여 소비자에게 배달해 주는 영업형태는 「공중위생관리법」 상의 세탁업으로 볼 수 없어, 영업신고를 할 수 없습니다.◇ 영업신고가 가능한 세탁소의 범위☞ “세탁업”이란 의류 기타 섬유 제품이나 피혁제품 등을 세탁하는 영업으로 세탁이라는 전제조건이 있습니다.☞ 그러므로 세탁물을 수거하여 세탁업을 신고한 업소에 세탁 자체의 과정은 위탁 처리한 후 영업신고를 하는 장소에서는 단순히 건조와 다림질만을 하여 소비자에게 배달해 주는 영업형태는 「공중위생관리법」 상의 세탁업으로 볼 수 없어 영업신고를 할 수 없다고 판단됩니다.더보기"
"권리금은 새로운 임차인으로부터만 지급받을 수 있을 뿐이고, 보증금과는 달리 임대인에게 그 지급을 구할 수 없는 것이 일반적입니다.◇ 권리금 회수기회의 보호☞ “권리금”이란 임대차 목적물인 상가건물에서 영업을 하는 사람 또는 영업을 하려는 사람이 영업시설·비품, 거래처, 신용, 영업상의 노하우, 상가건물의 위치에 따른 영업상의 이점 등 유형·무형의 재산적 가치의 양도 또는 이용대가로서 임대인, 임차인에게 보증금과 차임 이외에 지급하는 금전 등의 대가를 말합니다.더보기",세탁소를 운영하려고 임대차계약을 체결하려는데 주인이 권리금을 달라고 합니다. 권리금을 지불하면 나갈 때 받을 수 있는 건가요?,세탁소 운영자,권리금을 요구하는 경우,1310,4276,"세탁소를 운영하려고 임대차계약을 체결하려는데 주인이 권리금을 달라고 합니다. 권리금을 지불하면 나갈 때 받을 수 있는 건가요? / 권리금은 새로운 임차인으로부터만 지급받을 수 있을 뿐이고, 보증금과는 달리 임대인에게 그 지급을 구할 수 없는 것이 일반적입니다.◇ 권리금 회수기회의 보호☞ “권리금”이란 임대차 목적물인 상가건물에서 영업을 하는 사람 또는 영업을 하려는 사람이 영업시설·비품, 거래처, 신용, 영업상의 노하우, 상가건물의 위치에 따른 영업상의 이점 등 유형·무형의 재산적 가치의 양도 또는 이용대가로서 임대인, 임차인에게 보증금과 차임 이외에 지급하는 금전 등의 대가를 말합니다.더보기"
"반드시 자격증이 있어야 하는 것은 아니나, 창업형태에 따라 달라집니다.◇ 프랜차이즈 창업☞ 세탁소의 프랜차이즈 창업은 독립형 세탁소처럼 매장에서 세탁을 직접 하는 것이 아니라 세탁물을 모아 지사로 보내면 지사에서 세탁물을 일괄 처리하고, 해당 세탁물을 다시 지역 세탁소로 보내 고객에게 전달하는 시스템입니다.☞ 그러므로 프랜차이즈 창업을 한다면 별도로 자격증을 취득해야 하는 것은 아닙니다.더보기","세탁소를 창업할까 하는데, 자격증 같은 것이 있어야 할 수 있나요?",세탁소 운영자,세탁기능사 자격증,1406,4514,"세탁소를 창업할까 하는데, 자격증 같은 것이 있어야 할 수 있나요? / 반드시 자격증이 있어야 하는 것은 아니나, 창업형태에 따라 달라집니다.◇ 프랜차이즈 창업☞ 세탁소의 프랜차이즈 창업은 독립형 세탁소처럼 매장에서 세탁을 직접 하는 것이 아니라 세탁물을 모아 지사로 보내면 지사에서 세탁물을 일괄 처리하고, 해당 세탁물을 다시 지역 세탁소로 보내 고객에게 전달하는 시스템입니다.☞ 그러므로 프랜차이즈 창업을 한다면 별도로 자격증을 취득해야 하는 것은 아닙니다.더보기"
"프랜차이즈 계약을 체결하기 전 다음과 같이 정보공개서 및 수익률, 가맹계약서 등을 꼼꼼히 살펴 보아야 합니다.☞ 정보공개서를 확인하세요.“정보공개서”란 가맹본부의 사업현황, 임원의 경력, 가맹점사업자의 부담, 영업활동의 조건, 영업개시절차 및 소요시간, 가맹점사업자에 대한 교육·훈련, 가맹계약의 해제·해지 및 갱신 등과 같은 가맹사업에 관한 사항을 수록한 문서를 말합니다.간혹 정보공개서를 주지 않는 가맹본부가 있으나 가맹본부는 가맹희망자에게 정보제공서를 반드시 제공하도록 의무화 하고 있으므로, 주지 않는 가맹본부의 경우에는 의심을 해보아야 합니다.더보기","세탁소를 프랜차이즈 형태로 창업하려고 합니다. 가맹계약을 체결해야 하는데, 체결하기 전 확인해야 할 사항에는 무엇이 있나요?",세탁소 운영자,세탁소의 프랜차이즈 창업,1400,4073,"세탁소를 프랜차이즈 형태로 창업하려고 합니다. 가맹계약을 체결해야 하는데, 체결하기 전 확인해야 할 사항에는 무엇이 있나요? / 프랜차이즈 계약을 체결하기 전 다음과 같이 정보공개서 및 수익률, 가맹계약서 등을 꼼꼼히 살펴 보아야 합니다.☞ 정보공개서를 확인하세요.“정보공개서”란 가맹본부의 사업현황, 임원의 경력, 가맹점사업자의 부담, 영업활동의 조건, 영업개시절차 및 소요시간, 가맹점사업자에 대한 교육·훈련, 가맹계약의 해제·해지 및 갱신 등과 같은 가맹사업에 관한 사항을 수록한 문서를 말합니다.간혹 정보공개서를 주지 않는 가맹본부가 있으나 가맹본부는 가맹희망자에게 정보제공서를 반드시 제공하도록 의무화 하고 있으므로, 주지 않는 가맹본부의 경우에는 의심을 해보아야 합니다.더보기"
"특정소방대상물의 경우, 소유자 이외에 현실적으로 소방대상 건물을 점유·사용하는 자가 있는 경우에는 그 점유·사용자가 소방안전관리자를 선임해야 합니다(대법원 2004. 7. 9. 선고 2004도2682 판결). 따라서 소방안전관리자 선임의무는 건물을 실제적으로 점유·사용하고 있는 B에게 있습니다.◇ 소방안전관리자의 선임 및 지도·감독☞ 화재가 발생할 경우 대규모 피해가 우려되어 보다 전문적인 소방안전관리가 필요한 일부 소방대상물의 경우 그 소방대상물의 소유자·관리자 또는 점유자(이하 “관계인”이라 함)는 소방안전관리 관련 전문 자격을 가진 사람을 소방안전관리자로 선임하거나 법령에서 정하는 사람으로 하여금 소방안전관리업무를 대행하게 해야 합니다.더보기","저는 특정소방대상건물의 소유자입니다. 현재 해당 건물은 B가 임차하여 건물을 점유·사용하고 있습니다. 이 경우, 방화관리자 선임의무는 누구에게 있나요?",소방안전관리,방화관리자 선임,2027,6837,"저는 특정소방대상건물의 소유자입니다. 현재 해당 건물은 B가 임차하여 건물을 점유·사용하고 있습니다. 이 경우, 방화관리자 선임의무는 누구에게 있나요? / 특정소방대상물의 경우, 소유자 이외에 현실적으로 소방대상 건물을 점유·사용하는 자가 있는 경우에는 그 점유·사용자가 소방안전관리자를 선임해야 합니다(대법원 2004. 7. 9. 선고 2004도2682 판결). 따라서 소방안전관리자 선임의무는 건물을 실제적으로 점유·사용하고 있는 B에게 있습니다.◇ 소방안전관리자의 선임 및 지도·감독☞ 화재가 발생할 경우 대규모 피해가 우려되어 보다 전문적인 소방안전관리가 필요한 일부 소방대상물의 경우 그 소방대상물의 소유자·관리자 또는 점유자(이하 “관계인”이라 함)는 소방안전관리 관련 전문 자격을 가진 사람을 소방안전관리자로 선임하거나 법령에서 정하는 사람으로 하여금 소방안전관리업무를 대행하게 해야 합니다.더보기"
"노래연습장업 영업의 경우 노래방 기기(機器)가 처음 작동 될 때 피난안내 영상물을 상영해야 합니다.◇ 피난안내도의 비치 또는 피난안내 영상물의 상영 의무☞ 다중이용업의 영업주는 화재 등 재난 그 밖의 위급한 상황의 발생시에 이용객들이 안전하게 피난할 수 있도록 피난계단·피난통로, 피난설비 등이 표시되어 있는 피난안내도를 비치하거나 피난안내에 관한 영상물을 상영해야 합니다.◇ 피난안내 영상물의 상영 대상 및 상영 시간더보기",노래방의 경우 피난안내 영상물을 언제 상영해야 하나요?,소방안전관리,피난안내도 비치,2084,6941,"노래방의 경우 피난안내 영상물을 언제 상영해야 하나요? / 노래연습장업 영업의 경우 노래방 기기(機器)가 처음 작동 될 때 피난안내 영상물을 상영해야 합니다.◇ 피난안내도의 비치 또는 피난안내 영상물의 상영 의무☞ 다중이용업의 영업주는 화재 등 재난 그 밖의 위급한 상황의 발생시에 이용객들이 안전하게 피난할 수 있도록 피난계단·피난통로, 피난설비 등이 표시되어 있는 피난안내도를 비치하거나 피난안내에 관한 영상물을 상영해야 합니다.◇ 피난안내 영상물의 상영 대상 및 상영 시간더보기"
"다중이용업소에 설치되는 실내장식물은 불연재료 또는 준불연재료여야 합니다. 다만, 일정한 면적 이하에 설치되는 합판 또는 목재에 대해서는 방염 성능 기준 이상의 성능을 가진 것이라면 불연재료 또는 준불연재료가 아니라도 설치할 수 있습니다.◇ 다중이용업소의 실내장식물에 대한 방염☞ 원칙: 불연재료 또는 준불연재료 사용- 다중이용업소에 설치 또는 교체하는 실내장식물(반돌림대 등의 너비가 10센터미터 이하인 경우는 제외)은 불연재료 또는 준불연재료로 설치해야 합니다.더보기","커피전문점을 운영하면서, 내부 인테리어를 일부 바꾸려 합니다. 이 경우 모든 실내장식물에 대하여 불연재료 또는 준불연재료를 사용해야 하나요?",소방안전관리,다중이용업소의 방염조치의무,2013,7337,"커피전문점을 운영하면서, 내부 인테리어를 일부 바꾸려 합니다. 이 경우 모든 실내장식물에 대하여 불연재료 또는 준불연재료를 사용해야 하나요? / 다중이용업소에 설치되는 실내장식물은 불연재료 또는 준불연재료여야 합니다. 다만, 일정한 면적 이하에 설치되는 합판 또는 목재에 대해서는 방염 성능 기준 이상의 성능을 가진 것이라면 불연재료 또는 준불연재료가 아니라도 설치할 수 있습니다.◇ 다중이용업소의 실내장식물에 대한 방염☞ 원칙: 불연재료 또는 준불연재료 사용- 다중이용업소에 설치 또는 교체하는 실내장식물(반돌림대 등의 너비가 10센터미터 이하인 경우는 제외)은 불연재료 또는 준불연재료로 설치해야 합니다.더보기"
"숙박시설의 소유자·관리자 또는 점유자는 그 시설에 커튼류, 카페트 등의 물품을 사용할 때에는 법령에서 정한 방염 성능 기준 이상인 물품을 사용해야 하며, 국민안전처장관으로부터 방염 성능 검사를 받은 물품을 사용해야 합니다.◇ 소방대상물의 실내장식물 등에 대한 방염☞ 근린생활시설 중 체력단련장, 숙박시설, 방송통신시설 중 방송국 및 촬영소, 건축물의 옥내에 있는 문화, 집회, 종교시설 및 수영장을 제외한 운동시설, 의료시설 중 종합병원, 요양병원 및 정신의료기관, 노유자(老幼者)시설, 숙박이 가능한 수련시설, 다중이용업의 영업장, 아파트가 아닌 시설 중 층수가 11층 이상인 경우 및 교육연구시설 중 합숙소 등 소방대상물의 소유자·관리자 또는 점유자는 그 소방대상물에 실내장식물과 그 밖에 이와 유사한 물품을 사용할 때에는 법령에서 정한 방염 성능 기준 이상인 물품을 사용해야 하며, 국민안전처장관으로부터 방염 성능 검사를 받은 물품을 사용해야 합니다.더보기","숙박시설을 개설하면서 객실 커튼을 저가의 커튼을 사용하려 하는데, 괜찮을까요?",소방안전관리,방염조치의무,2088,6858,"숙박시설을 개설하면서 객실 커튼을 저가의 커튼을 사용하려 하는데, 괜찮을까요? / 숙박시설의 소유자·관리자 또는 점유자는 그 시설에 커튼류, 카페트 등의 물품을 사용할 때에는 법령에서 정한 방염 성능 기준 이상인 물품을 사용해야 하며, 국민안전처장관으로부터 방염 성능 검사를 받은 물품을 사용해야 합니다.◇ 소방대상물의 실내장식물 등에 대한 방염☞ 근린생활시설 중 체력단련장, 숙박시설, 방송통신시설 중 방송국 및 촬영소, 건축물의 옥내에 있는 문화, 집회, 종교시설 및 수영장을 제외한 운동시설, 의료시설 중 종합병원, 요양병원 및 정신의료기관, 노유자(老幼者)시설, 숙박이 가능한 수련시설, 다중이용업의 영업장, 아파트가 아닌 시설 중 층수가 11층 이상인 경우 및 교육연구시설 중 합숙소 등 소방대상물의 소유자·관리자 또는 점유자는 그 소방대상물에 실내장식물과 그 밖에 이와 유사한 물품을 사용할 때에는 법령에서 정한 방염 성능 기준 이상인 물품을 사용해야 하며, 국민안전처장관으로부터 방염 성능 검사를 받은 물품을 사용해야 합니다.더보기"
"소방대상물이 용도변경되는 경우에는 그 용도변경되는 부분에 대해 용도변경 당시의 소방시설 설치 기준이 적용됩니다. 다만, 일정한 경우 소방대상물 전체에 대해 용도변경되기 전에 해당 소방대상물에 적용되던 소방시설 설치 기준이 적용됩니다.◇ 소방대상물이 용도변경되는 경우☞ 소방대상물이 용도변경되는 경우에는 그 용도변경되는 부분에 대해 용도변경 당시의 소방시설 설치 기준이 적용됩니다.☞ 다만, 다음의 어느 하나에 해당하면 소방대상물 전체에 대해 용도변경되기 전에 해당 소방대상물에 적용되던 소방시설 설치 기준이 적용됩니다.더보기",용도변경을 할 경우 소방시설 기준은 용도변경 당시의 기준인가요? 아니면 본래의 기준인가요?,소방안전관리,소방대상물의 용도변경,1940,6704,"용도변경을 할 경우 소방시설 기준은 용도변경 당시의 기준인가요? 아니면 본래의 기준인가요? / 소방대상물이 용도변경되는 경우에는 그 용도변경되는 부분에 대해 용도변경 당시의 소방시설 설치 기준이 적용됩니다. 다만, 일정한 경우 소방대상물 전체에 대해 용도변경되기 전에 해당 소방대상물에 적용되던 소방시설 설치 기준이 적용됩니다.◇ 소방대상물이 용도변경되는 경우☞ 소방대상물이 용도변경되는 경우에는 그 용도변경되는 부분에 대해 용도변경 당시의 소방시설 설치 기준이 적용됩니다.☞ 다만, 다음의 어느 하나에 해당하면 소방대상물 전체에 대해 용도변경되기 전에 해당 소방대상물에 적용되던 소방시설 설치 기준이 적용됩니다.더보기"
"소방대상물이 증축되는 경우에는 기존 부분을 포함한 소방대상물 전체에 대해 증축 당시의 소방시설 설치 기준이 적용됩니다. 따라서 기존 4층에 대해서도 새로운 소방기준에 따라 소방시설을 설치해야 합니다. 다만, 일정한 경우에는 기존부분에 대하여는 기존 소방시설 그대로 두어도 됩니다.◇ 소방대상물이 증축되는 경우☞ 소방대상물이 증축되는 경우에는 기존 부분을 포함한 소방대상물 전체에 대해 증축 당시의 소방시설 설치 기준이 적용됩니다.더보기",현재 4층짜리 빌딩을 관할 행정청의 허가를 받아 5층으로 증축하려 합니다. 이 경우 소방시설은 기존 4층에 준해서 설치해도 되는 건가요?,소방안전관리,건물 층축,1881,6365,"현재 4층짜리 빌딩을 관할 행정청의 허가를 받아 5층으로 증축하려 합니다. 이 경우 소방시설은 기존 4층에 준해서 설치해도 되는 건가요? / 소방대상물이 증축되는 경우에는 기존 부분을 포함한 소방대상물 전체에 대해 증축 당시의 소방시설 설치 기준이 적용됩니다. 따라서 기존 4층에 대해서도 새로운 소방기준에 따라 소방시설을 설치해야 합니다. 다만, 일정한 경우에는 기존부분에 대하여는 기존 소방시설 그대로 두어도 됩니다.◇ 소방대상물이 증축되는 경우☞ 소방대상물이 증축되는 경우에는 기존 부분을 포함한 소방대상물 전체에 대해 증축 당시의 소방시설 설치 기준이 적용됩니다.더보기"
